date,price,open,high,low,vol,change
24/07/2019,9859.5,9928.1,9973.9,9790.9,7.79M,-0.69%
25/07/2019,10248.4,9836.6,10248.4,9836.6,19.95M,3.94%
26/07/2019,10317,10339.9,10545.8,10271.3,20.62M,0.67%
29/07/2019,10111.2,10317,10317,9951,14.65M,-1.99%
30/07/2019,9836.6,10111.2,10156.9,9836.6,12.87M,-2.72%
31/07/2019,10317,9790.9,10317,9745.1,13.77M,4.88%
1/8/2019,10339.9,10294.2,10408.5,10179.8,12.53M,0.22%
2/8/2019,10271.3,10156.9,10317,10111.2,15.04M,-0.66%
5/8/2019,10134,10225.5,10294.2,10065.4,12.98M,-1.34%
6/8/2019,9951,9859.5,10065.4,9859.5,11.90M,-1.81%
7/8/2019,10111.2,10019.7,10134,9973.9,7.34M,1.61%
8/8/2019,10660.2,10134,10660.2,10134,23.43M,5.43%
9/8/2019,10568.7,10705.9,10751.7,10522.9,7.76M,-0.86%
12/8/2019,10797.4,10568.7,10911.8,10568.7,17.12M,2.16%
13/08/2019,10728.8,10660.2,10934.7,10660.2,13.52M,-0.64%
14/08/2019,10728.8,10888.9,10888.9,10705.9,8.15M,0.00%
15/08/2019,10637.3,10522.9,10637.3,10431.4,14.49M,-0.85%
16/08/2019,10545.8,10637.3,10683.1,10477.2,18.65M,-0.86%
19/08/2019,10545.8,10522.9,10660.2,10500,5.35M,0.00%
20/08/2019,10477.2,10545.8,10660.2,10408.5,10.09M,-0.65%
21/08/2019,10614.4,10477.2,10637.3,10431.4,10.15M,1.31%
22/08/2019,10545.8,10660.2,10683.1,10522.9,6.98M,-0.65%
23/08/2019,10705.9,10637.3,10728.8,10568.7,11.34M,1.52%
26/08/2019,10431.4,10568.7,10591.6,10385.7,11.96M,-2.56%
27/08/2019,10248.4,10522.9,10545.8,10248.4,18.94M,-1.75%
28/08/2019,10179.8,10248.4,10294.2,10111.2,9.13M,-0.67%
29/08/2019,10134,10179.8,10179.8,10065.4,10.41M,-0.45%
30/08/2019,10156.9,10134,10271.3,10088.3,7.01M,0.23%
3/9/2019,9905.3,10156.9,10202.7,9905.3,11.32M,-2.48%
4/9/2019,9882.4,9836.6,9973.9,9836.6,12.32M,-0.23%
5/9/2019,9928.1,9905.3,10042.5,9882.4,5.22M,0.46%
6/9/2019,9790.9,9973.9,10019.7,9790.9,8.86M,-1.38%
9/9/2019,9699.4,9836.6,9859.5,9699.4,7.48M,-0.93%
10/9/2019,9745.1,9699.4,9768,9653.6,7.27M,0.47%
11/9/2019,10088.3,9745.1,10088.3,9722.3,9.90M,3.52%
12/9/2019,10317,10134,10339.9,10134,11.72M,2.27%
13/09/2019,10339.9,10294.2,10362.8,10248.4,9.82M,0.22%
16/09/2019,10362.8,10271.3,10362.8,10179.8,11.37M,0.22%
17/09/2019,10385.7,10362.8,10385.7,10248.4,7.58M,0.22%
18/09/2019,10522.9,10385.7,10545.8,10339.9,12.95M,1.32%
19/09/2019,10500,10522.9,10545.8,10385.7,7.18M,-0.22%
20/09/2019,10362.8,10500,10500,10317,10.74M,-1.31%
23/09/2019,10065.4,10339.9,10339.9,10065.4,11.28M,-2.87%
24/09/2019,10134,10042.5,10134,9996.8,4.18M,0.68%
25/09/2019,10019.7,10111.2,10111.2,9951,8.34M,-1.13%
26/09/2019,10179.8,10065.4,10179.8,9928.1,7.02M,1.60%
27/09/2019,10134,10179.8,10271.3,10134,6.72M,-0.45%
30/09/2019,10042.5,10156.9,10179.8,10042.5,7.21M,-0.90%
1/10/2019,10019.7,10042.5,10156.9,9996.8,8.56M,-0.23%
2/10/2019,9951,10065.4,10088.3,9928.1,9.19M,-0.69%
3/10/2019,9859.5,9928.1,9928.1,9813.8,9.60M,-0.92%
4/10/2019,9768,9882.4,9928.1,9745.1,10.06M,-0.93%
7/10/2019,9745.1,9768,9836.6,9699.4,6.99M,-0.23%
8/10/2019,10019.7,9790.9,10019.7,9722.3,8.38M,2.82%
9/10/2019,10019.7,10019.7,10019.7,9928.1,6.49M,0.00%
10/10/2019,9836.6,10019.7,10111.2,9836.6,8.29M,-1.83%
11/10/2019,9836.6,9882.4,9928.1,9790.9,8.74M,0.00%
14/10/2019,9813.8,9928.1,9928.1,9813.8,6.23M,-0.23%
15/10/2019,9768,9836.6,9928.1,9768,7.61M,-0.47%
16/10/2019,9745.1,9790.9,9836.6,9745.1,5.52M,-0.23%
17/10/2019,9790.9,9745.1,9905.3,9745.1,10.17M,0.47%
18/10/2019,9790.9,9859.5,9859.5,9745.1,4.82M,0.00%
21/10/2019,9699.4,9790.9,9813.8,9699.4,6.68M,-0.93%
22/10/2019,9882.4,9699.4,9905.3,9699.4,8.63M,1.89%
23/10/2019,9996.8,9882.4,10111.2,9882.4,14.52M,1.16%
24/10/2019,10065.4,10019.7,10111.2,9996.8,10.83M,0.69%
25/10/2019,9973.9,10065.4,10065.4,9951,5.01M,-0.91%
28/10/2019,10156.9,9973.9,10202.7,9905.3,15.33M,1.83%
29/10/2019,10156.9,10156.9,10271.3,10111.2,11.25M,0.00%
30/10/2019,10065.4,10179.8,10179.8,10065.4,6.46M,-0.90%
31/10/2019,9973.9,10065.4,10088.3,9928.1,12.15M,-0.91%
1/11/2019,10019.7,10019.7,10111.2,9973.9,8.55M,0.46%
4/11/2019,9951,10111.2,10156.9,9928.1,12.72M,-0.69%
5/11/2019,10019.7,9973.9,10134,9951,11.62M,0.69%
6/11/2019,10065.4,10065.4,10134,10042.5,9.53M,0.46%
7/11/2019,10385.7,10134,10408.5,10111.2,27.89M,3.18%
8/11/2019,10385.7,10385.7,10431.4,10294.2,11.12M,0.00%
11/11/2019,10431.4,10339.9,10568.7,10339.9,16.85M,0.44%
12/11/2019,10522.9,10408.5,10568.7,10317,13.80M,0.88%
13/11/2019,10362.8,10568.7,10591.6,10362.8,13.72M,-1.52%
14/11/2019,10362.8,10362.8,10454.3,10294.2,11.64M,0.00%
15/11/2019,10362.8,10362.8,10431.4,10317,7.23M,0.00%
18/11/2019,10477.2,10385.7,10522.9,10385.7,8.08M,1.10%
19/11/2019,10431.4,10500,10500,10385.7,8.78M,-0.44%
20/11/2019,10248.4,10431.4,10431.4,10179.8,14.66M,-1.75%
21/11/2019,10065.4,10202.7,10225.5,10065.4,15.80M,-1.79%
22/11/2019,10111.2,10156.9,10225.5,10065.4,12.14M,0.46%
25/11/2019,10179.8,10134,10225.5,10065.4,8.92M,0.68%
26/11/2019,10362.8,10225.5,10431.4,10225.5,11.56M,1.80%
27/11/2019,10339.9,10408.5,10431.4,10317,7.42M,-0.22%
28/11/2019,10339.9,10339.9,10385.7,10271.3,7.91M,0.00%
29/11/2019,10454.3,10339.9,10500,10271.3,13.35M,1.11%
2/12/2019,10500,10454.3,10614.4,10454.3,19.16M,0.44%
3/12/2019,10728.8,10500,10843.2,10385.7,19.65M,2.18%
4/12/2019,10728.8,10705.9,10797.4,10683.1,10.35M,0.00%
5/12/2019,10568.7,10683.1,10728.8,10545.8,10.91M,-1.49%
6/12/2019,10911.8,10568.7,10934.7,10568.7,15.01M,3.25%
9/12/2019,11071.9,10911.8,11186.3,10911.8,16.64M,1.47%
10/12/2019,11163.4,11071.9,11232.1,11026.2,21.40M,0.83%
11/12/2019,11163.4,11117.7,11163.4,10934.7,11.38M,0.00%
12/12/2019,11071.9,11117.7,11163.4,11026.2,8.74M,-0.82%
13/12/2019,10888.9,11071.9,11209.2,10888.9,19.96M,-1.65%
16/12/2019,10866.1,10888.9,10934.7,10774.6,10.78M,-0.21%
17/12/2019,10591.6,10866.1,10911.8,10477.2,20.78M,-2.53%
18/12/2019,10317,10591.6,10591.6,10294.2,15.98M,-2.59%
19/12/2019,10431.4,10317,10568.7,10317,12.12M,1.11%
20/12/2019,10522.9,10500,10637.3,10431.4,11.40M,0.88%
23/12/2019,10545.8,10591.6,10751.7,10500,8.44M,0.22%
24/12/2019,10614.4,10545.8,10660.2,10500,6.78M,0.65%
25/12/2019,10591.6,10614.4,10705.9,10591.6,5.01M,-0.21%
26/12/2019,10522.9,10660.2,10660.2,10522.9,6.33M,-0.65%
27/12/2019,10774.6,10522.9,10774.6,10454.3,8.81M,2.39%
30/12/2019,10820.3,10820.3,10911.8,10751.7,6.19M,0.42%
31/12/2019,10751.7,10820.3,10843.2,10683.1,6.06M,-0.63%
2/1/2020,10980.4,10751.7,10980.4,10683.1,8.91M,2.13%
3/1/2020,11049.1,11071.9,11140.6,11003.3,16.49M,0.63%
6/1/2020,10980.4,10980.4,11094.8,10911.8,11.31M,-0.62%
7/1/2020,10843.2,11026.2,11071.9,10797.4,10.26M,-1.25%
8/1/2020,10728.8,10751.7,10820.3,10591.6,13.52M,-1.06%
9/1/2020,10980.4,10797.4,11049.1,10797.4,9.72M,2.35%
10/1/2020,11071.9,11026.2,11232.1,11003.3,21.07M,0.83%
13/01/2020,11094.8,11071.9,11163.4,11026.2,9.39M,0.21%
14/01/2020,11438,11094.8,11460.8,11071.9,20.14M,3.09%
15/01/2020,11506.6,11460.8,11598.1,11392.2,12.39M,0.60%
16/01/2020,11575.2,11438,11598.1,11415.1,14.44M,0.60%
17/01/2020,11438,11575.2,11735.3,11392.2,13.33M,-1.19%
20/01/2020,11666.7,11438,11666.7,11300.7,12.03M,2.00%
21/01/2020,11826.9,11781.1,11895.5,11689.6,12.45M,1.37%
22/01/2020,12032.7,11826.9,12078.5,11826.9,18.79M,1.74%
30/01/2020,11575.2,11689.6,11849.7,11415.1,27.44M,-3.80%
31/01/2020,11026.2,11438,11575.2,11026.2,23.16M,-4.74%
3/2/2020,11232.1,10660.2,11346.5,10385.7,25.44M,1.87%
4/2/2020,11255,11277.8,11346.5,11026.2,17.03M,0.20%
5/2/2020,11186.3,11369.3,11438,11071.9,14.61M,-0.61%
6/2/2020,11529.5,11140.6,11529.5,11117.7,19.40M,3.07%
7/2/2020,11140.6,11529.5,11575.2,11071.9,17.10M,-3.37%
10/2/2020,11140.6,10980.4,11277.8,10957.6,10.10M,0.00%
11/2/2020,10797.4,11186.3,11255,10728.8,26.43M,-3.08%
12/2/2020,10888.9,10751.7,11049.1,10728.8,20.18M,0.85%
13/02/2020,10843.2,10866.1,10934.7,10797.4,11.08M,-0.42%
14/02/2020,10843.2,10797.4,10866.1,10683.1,10.64M,0.00%
17/02/2020,10866.1,10843.2,10911.8,10797.4,5.72M,0.21%
18/02/2020,10660.2,10911.8,10911.8,10660.2,15.70M,-1.89%
19/02/2020,10637.3,10660.2,10728.8,10568.7,11.54M,-0.21%
20/02/2020,10866.1,10728.8,10866.1,10637.3,11.00M,2.15%
21/02/2020,10774.6,10866.1,10888.9,10751.7,9.51M,-0.84%
24/02/2020,10385.7,10408.5,10591.6,10385.7,27.25M,-3.61%
25/02/2020,10568.7,10339.9,10568.7,10339.9,11.17M,1.76%
26/02/2020,10408.5,10408.5,10522.9,10385.7,9.48M,-1.52%
27/02/2020,10500,10385.7,10545.8,10385.7,6.99M,0.88%
28/02/2020,10225.5,10317,10431.4,10179.8,13.87M,-2.61%
2/3/2020,10202.7,10156.9,10294.2,10156.9,8.33M,-0.22%
3/3/2020,10202.7,10431.4,10431.4,10202.7,9.29M,0.00%
4/3/2020,10225.5,10248.4,10339.9,10225.5,6.20M,0.22%
5/3/2020,10225.5,10339.9,10362.8,10225.5,5.46M,0.00%
6/3/2020,10248.4,10225.5,10271.3,10179.8,6.39M,0.22%
9/3/2020,9539.3,9539.3,9859.5,9539.3,34.89M,-6.92%
10/3/2020,9905.3,9379.1,9951,9379.1,17.14M,3.84%
11/3/2020,9402,9928.1,9973.9,9219,17.96M,-5.08%
12/3/2020,8807.2,8944.5,9058.9,8761.5,27.46M,-6.33%
13/03/2020,8715.7,8258.2,9013.1,8212.5,27.03M,-1.04%
16/03/2020,8738.6,8784.4,9081.7,8670,19.55M,0.26%
17/03/2020,8784.4,8509.8,8830.1,8509.8,12.75M,0.52%
18/03/2020,9013.1,8875.9,9196.1,8853,21.90M,2.60%
19/03/2020,8761.5,8875.9,8921.6,8647.1,16.37M,-2.79%
20/03/2020,8509.8,8807.2,8830.1,8509.8,28.22M,-2.87%
23/03/2020,7915.1,7960.8,8235.3,7915.1,27.27M,-6.99%
24/03/2020,7823.6,7777.8,7937.9,7617.7,29.13M,-1.16%
25/03/2020,8143.8,8166.7,8166.7,7960.8,16.34M,4.09%
26/03/2020,7754.9,8029.4,8052.3,7732.1,17.93M,-4.78%
27/03/2020,7411.8,7732.1,7777.8,7228.8,28.31M,-4.42%
30/03/2020,7480.4,7000,7640.6,6977.2,22.89M,0.93%
31/03/2020,7709.2,7480.4,7937.9,6977.2,23.51M,3.06%
1/4/2020,7892.2,7640.6,8006.6,7617.7,10.23M,2.37%
3/4/2020,8075.2,7892.2,8098.1,7869.3,13.70M,2.32%
6/4/2020,8624.2,8304,8624.2,8189.6,21.50M,6.80%
7/4/2020,8692.8,8715.7,8738.6,8349.7,16.12M,0.80%
8/4/2020,8555.6,8418.3,8601.3,8372.6,10.75M,-1.58%
9/4/2020,8487,8601.3,8692.8,8487,15.03M,-0.80%
10/4/2020,8601.3,8464.1,8692.8,8372.6,11.71M,1.35%
13/04/2020,8853,8601.3,8921.6,8555.6,19.04M,2.93%
14/04/2020,9127.5,8830.1,9127.5,8784.4,18.42M,3.10%
15/04/2020,9196.1,9150.4,9287.6,9127.5,12.55M,0.75%
16/04/2020,9264.7,9127.5,9333.4,9036,14.04M,0.75%
17/04/2020,9470.6,9264.7,9516.4,9241.9,18.57M,2.22%
20/04/2020,9699.4,9607.9,9836.6,9402,19.84M,2.42%
21/04/2020,9241.9,9493.5,9722.3,9219,25.13M,-4.72%
22/04/2020,9516.4,9379.1,9745.1,9287.6,23.25M,2.97%
23/04/2020,9882.4,9745.1,10042.5,9745.1,17.58M,3.85%
24/04/2020,10111.2,9928.1,10156.9,9745.1,17.48M,2.32%
27/04/2020,10042.5,10179.8,10339.9,9996.8,13.98M,-0.68%
28/04/2020,9790.9,10065.4,10111.2,9722.3,16.19M,-2.51%
29/04/2020,9836.6,9790.9,9928.1,9607.9,15.68M,0.47%
4/5/2020,9607.9,9836.6,9859.5,9607.9,10.18M,-2.32%
5/5/2020,9790.9,9790.9,9905.3,9745.1,12.41M,1.90%
6/5/2020,10156.9,9859.5,10156.9,9836.6,16.05M,3.74%
7/5/2020,10797.4,10202.7,10797.4,10202.7,31.03M,6.31%
8/5/2020,10705.9,10888.9,11049.1,10705.9,26.29M,-0.85%
11/5/2020,10957.6,10843.2,11026.2,10660.2,15.21M,2.35%
12/5/2020,10820.3,10820.3,10934.7,10705.9,22.17M,-1.25%
13/05/2020,11026.2,10728.8,11071.9,10660.2,20.23M,1.90%
14/05/2020,10957.6,10888.9,11026.2,10843.2,13.73M,-0.62%
15/05/2020,10751.7,10957.6,11003.3,10705.9,16.70M,-1.88%
18/05/2020,11483.7,11186.3,11483.7,10980.4,28.41M,6.81%
19/05/2020,11964.1,12078.5,12284.4,11918.4,39.68M,4.18%
20/05/2020,12101.4,11895.5,12170,11735.3,24.40M,1.15%
21/05/2020,12124.2,12055.6,12147.1,11941.2,23.62M,0.19%
22/05/2020,12467.4,12055.6,12558.9,12009.9,34.23M,2.83%
25/05/2020,12490.3,12581.8,12719,12421.6,23.52M,0.18%
26/05/2020,12993.5,12513.1,12993.5,12490.3,24.23M,4.03%
27/05/2020,12444.5,13085,13085,12444.5,41.65M,-4.23%
28/05/2020,12444.5,12581.8,12627.5,12307.2,30.51M,0.00%
29/05/2020,12536,12490.3,12673.3,12353,26.49M,0.74%
1/6/2020,12650.4,12719,12719,12558.9,16.90M,0.91%
2/6/2020,12375.9,12719,12719,12330.1,24.20M,-2.17%
3/6/2020,12330.1,12375.9,12444.5,12170,25.31M,-0.37%
4/6/2020,12170,12353,12536,12170,28.41M,-1.30%
5/6/2020,12375.9,12124.2,12490.3,11987,28.50M,1.69%
8/6/2020,12673.3,12581.8,12856.3,12490.3,36.11M,2.40%
9/6/2020,12398.7,12787.6,12810.5,12330.1,39.37M,-2.17%
10/6/2020,12353,12353,12536,12192.9,20.79M,-0.37%
11/6/2020,11666.7,12284.4,12421.6,11666.7,48.17M,-5.56%
12/6/2020,12124.2,11209.2,12124.2,11209.2,39.76M,3.92%
15/06/2020,11621,12032.7,12124.2,11598.1,23.87M,-4.15%
16/06/2020,11987,11895.5,12078.5,11735.3,19.01M,3.15%
17/06/2020,12009.9,11987,12101.4,11849.7,14.88M,0.19%
18/06/2020,12261.5,11872.6,12284.4,11826.9,19.07M,2.09%
19/06/2020,12513.1,12353,12513.1,12353,22.18M,2.05%
22/06/2020,12490.3,12536,12719,12330.1,20.49M,-0.18%
23/06/2020,12353,12490.3,12673.3,12238.6,23.97M,-1.10%
24/06/2020,12353,12353,12513.1,12261.5,13.72M,0.00%
25/06/2020,12490.3,12215.7,12719,12147.1,51.41M,1.11%
26/06/2020,12444.5,12536,12627.5,12353,19.72M,-0.37%
29/06/2020,12192.9,12307.2,12353,12009.9,26.07M,-2.02%
30/06/2020,12261.5,12261.5,12536,12147.1,31.22M,0.56%
1/7/2020,12536,12353,12581.8,12307.2,22.84M,2.24%
2/7/2020,12627.5,12581.8,12696.1,12536,27.38M,0.73%
3/7/2020,12581.8,12673.3,12696.1,12536,17.08M,-0.36%
6/7/2020,12627.5,12673.3,12696.1,12558.9,20.56M,0.36%
7/7/2020,12970.6,12696.1,13222.3,12673.3,59.07M,2.72%
8/7/2020,12833.4,12879.1,13016.4,12764.8,19.28M,-1.06%
9/7/2020,12879.1,12856.3,12947.8,12787.6,15.98M,0.36%
10/7/2020,12696.1,12810.5,12924.9,12627.5,30.45M,-1.42%
13/07/2020,12650.4,12604.6,12741.9,12467.4,30.96M,-0.36%
14/07/2020,12764.8,12558.9,12787.6,12536,12.12M,0.90%
15/07/2020,12833.4,12902,12993.5,12833.4,13.82M,0.54%
16/07/2020,13085,12902,13222.3,12787.6,37.73M,1.96%
17/07/2020,13062.2,13130.8,13153.7,13062.2,14.24M,-0.17%
20/07/2020,12810.5,13039.3,13130.8,12810.5,24.44M,-1.93%
21/07/2020,12856.3,12856.3,12924.9,12719,24.69M,0.36%
22/07/2020,12856.3,12947.8,12993.5,12787.6,15.71M,0.00%
23/07/2020,12902,12856.3,12902,12673.3,21.43M,0.36%
24/07/2020,12284.4,12810.5,12833.4,12032.7,44.83M,-4.79%
27/07/2020,11872.6,11918.4,12421.6,11804,38.73M,-3.35%
28/07/2020,12513.1,12124.2,12581.8,11987,29.74M,5.39%
29/07/2020,12126,12432.6,12711.4,11791.5,32.55M,-3.09%
30/07/2020,12321.1,12209.6,12432.6,12181.7,19.93M,1.61%
31/07/2020,12098.1,11958.7,12293.2,11958.7,13.44M,-1.81%
3/8/2020,12767.1,12098.1,12822.9,12098.1,29.65M,5.53%
4/8/2020,12822.9,12934.4,12990.1,12711.4,19.46M,0.44%
5/8/2020,13436.1,12822.9,13575.5,12767.1,45.48M,4.78%
6/8/2020,13408.3,13436.1,13603.4,13268.9,24.12M,-0.21%
7/8/2020,13491.9,13380.4,13547.6,13352.5,21.35M,0.62%
10/8/2020,13547.6,13631.3,13798.5,13547.6,24.82M,0.41%
11/8/2020,13519.8,13603.4,13687,13436.1,16.98M,-0.21%
12/8/2020,13547.6,13547.6,13659.1,13436.1,15.49M,0.21%
13/08/2020,13659.1,13659.1,13714.9,13547.6,13.27M,0.82%
14/08/2020,13436.1,13659.1,13714.9,13324.6,26.95M,-1.63%
17/08/2020,13547.6,13408.3,13547.6,13352.5,14.79M,0.83%
18/08/2020,13464,13603.4,13603.4,13436.1,9.00M,-0.62%
19/08/2020,13519.8,13491.9,13603.4,13436.1,16.26M,0.41%
20/08/2020,13436.1,13519.8,13575.5,13380.4,17.00M,-0.62%
21/08/2020,13575.5,13436.1,13603.4,13408.3,15.67M,1.04%
24/08/2020,13826.4,13659.1,13910,13603.4,24.45M,1.85%
25/08/2020,13687,13882.1,13965.8,13687,18.82M,-1.01%
26/08/2020,13491.9,13659.1,13687,13491.9,28.65M,-1.43%
27/08/2020,13547.6,13491.9,13575.5,13436.1,15.45M,0.41%
28/08/2020,13547.6,13659.1,13659.1,13519.8,20.36M,0.00%
31/08/2020,13687,13491.9,13826.4,13491.9,23.40M,1.03%
1/9/2020,13826.4,13687,13910,13631.3,29.40M,1.02%
3/9/2020,13937.9,13937.9,14049.4,13882.1,25.54M,0.81%
4/9/2020,13910,13742.8,13993.7,13742.8,33.03M,-0.20%
7/9/2020,13659.1,13937.9,13993.7,13659.1,25.16M,-1.80%
8/9/2020,13742.8,13714.9,13770.6,13631.3,21.52M,0.61%
9/9/2020,13659.1,13603.4,13910,13575.5,34.45M,-0.61%
10/9/2020,13687,13770.6,13854.3,13659.1,21.25M,0.20%
11/9/2020,13631.3,13687,13742.8,13631.3,20.49M,-0.41%
14/09/2020,13714.9,13659.1,13798.5,13659.1,22.33M,0.61%
15/09/2020,13770.6,13798.5,13910,13742.8,15.55M,0.41%
16/09/2020,13770.6,13798.5,13826.4,13714.9,12.09M,0.00%
17/09/2020,14160.9,13798.5,14216.7,13770.6,46.96M,2.83%
18/09/2020,14328.2,14244.5,14328.2,14216.7,21.89M,1.18%
21/09/2020,14328.2,14439.7,14467.5,14272.4,20.41M,0.00%
22/09/2020,14244.5,14216.7,14328.2,14160.9,26.83M,-0.58%
23/09/2020,14383.9,14300.3,14439.7,14244.5,22.09M,0.98%
24/09/2020,14300.3,14328.2,14439.7,14216.7,21.82M,-0.58%
25/09/2020,14356,14383.9,14383.9,14216.7,17.72M,0.39%
28/09/2020,14718.4,14383.9,14718.4,14328.2,30.84M,2.52%
29/09/2020,14690.5,14746.3,14941.4,14690.5,32.39M,-0.19%
30/09/2020,14718.4,14690.5,14802.1,14551.2,22.79M,0.19%
1/10/2020,15052.9,14829.9,15164.4,14774.2,30.12M,2.27%
2/10/2020,14885.7,15080.8,15192.3,14495.4,35.47M,-1.11%
5/10/2020,15248.1,14969.3,15275.9,14969.3,22.45M,2.43%
6/10/2020,15749.8,15303.8,15749.8,15164.4,41.44M,3.29%
7/10/2020,15498.9,15666.2,15777.7,15498.9,25.89M,-1.59%
8/10/2020,15666.2,15610.4,15666.2,15443.2,32.01M,1.08%
9/10/2020,15889.2,15722,16000.7,15610.4,16.61M,1.42%
12/10/2020,15749.8,15972.8,16028.6,15638.3,21.51M,-0.88%
13/10/2020,15610.4,15722,15749.8,15554.7,18.72M,-0.89%
14/10/2020,15805.6,15582.6,15805.6,15498.9,24.99M,1.25%
15/10/2020,16195.8,16725.5,16725.5,16195.8,53.57M,2.47%
16/10/2020,16223.7,16279.5,16446.7,16140.1,30.39M,0.17%
19/10/2020,16112.2,16251.6,16307.3,16084.3,19.20M,-0.69%
20/10/2020,16363.1,16028.6,16363.1,16000.7,23.38M,1.56%
21/10/2020,16223.7,16418.8,16502.5,16168,18.73M,-0.85%
22/10/2020,16502.5,16168,16502.5,16112.2,22.94M,1.72%
23/10/2020,17227.2,16614,17227.2,16530.4,51.83M,4.39%
26/10/2020,17171.5,17283,17840.5,17115.7,35.73M,-0.32%
27/10/2020,17506,17060,17673.3,17032.1,44.37M,1.95%
28/10/2020,16948.5,17366.6,17645.4,16837,45.04M,-3.18%
29/10/2020,17060,16697.6,17143.6,16697.6,36.47M,0.66%
30/10/2020,17032.1,17171.5,17227.2,16669.7,33.41M,-0.16%
2/11/2020,17060,17032.1,17115.7,16920.6,18.23M,0.16%
3/11/2020,17115.7,17283,17450.3,17032.1,30.75M,0.33%
4/11/2020,17087.9,17115.7,17283,16920.6,32.10M,-0.16%
5/11/2020,16864.9,17087.9,17143.6,16864.9,20.36M,-1.31%
6/11/2020,16948.5,16892.7,17115.7,16837,23.54M,0.50%
9/11/2020,17561.8,17171.5,17561.8,17115.7,32.14M,3.62%
10/11/2020,17450.3,17896.3,17952,17450.3,36.23M,-0.63%
11/11/2020,17450.3,17450.3,17617.5,17366.6,25.56M,0.00%
12/11/2020,17533.9,17450.3,17561.8,17422.4,17.21M,0.48%
13/11/2020,17812.6,17561.8,17812.6,17533.9,21.34M,1.59%
16/11/2020,17979.9,18007.8,18258.7,17784.8,44.82M,0.94%
17/11/2020,18593.2,18119.3,18593.2,18063.5,28.48M,3.41%
18/11/2020,19290.1,18732.5,19290.1,18593.2,38.81M,3.75%
19/11/2020,19624.6,19345.8,19791.8,19206.4,46.57M,1.73%
20/11/2020,19903.3,19680.3,19903.3,19485.2,31.84M,1.42%
23/11/2020,20906.9,19903.3,21102,19791.8,41.56M,5.04%
24/11/2020,20906.9,21046.2,21464.4,20237.8,85.88M,0.00%
25/11/2020,19847.6,20516.6,20572.3,19624.6,97.75M,-5.07%
26/11/2020,19568.8,19568.8,19736.1,19122.8,58.20M,-1.40%
27/11/2020,20210,19513.1,20293.6,19513.1,28.13M,3.28%
30/11/2020,19791.8,20210,20293.6,19791.8,30.64M,-2.07%
1/12/2020,19847.6,19457.3,19847.6,19262.2,38.26M,0.28%
2/12/2020,19680.3,19847.6,19875.4,19568.8,25.70M,-0.84%
3/12/2020,20544.5,19819.7,20544.5,19680.3,39.51M,4.39%
4/12/2020,20600.2,20656,20767.5,20460.8,31.18M,0.27%
7/12/2020,21297.1,20656,21408.6,20544.5,42.82M,3.38%
8/12/2020,21408.6,21297.1,21631.6,21185.6,35.69M,0.52%
9/12/2020,21464.4,21464.4,21520.1,21241.4,26.79M,0.26%
10/12/2020,20962.6,21464.4,21520.1,20739.6,53.36M,-2.34%
11/12/2020,21631.6,21185.6,21631.6,21018.4,29.21M,3.19%
14/12/2020,21882.5,21966.1,22021.9,21715.3,25.42M,1.16%
15/12/2020,21520.1,21771,21826.8,21464.4,34.37M,-1.66%
16/12/2020,21631.6,21631.6,21938.3,21464.4,30.40M,0.52%
17/12/2020,20990.5,21408.6,21548,20990.5,53.78M,-2.96%
18/12/2020,21520.1,21241.4,21603.7,21129.9,35.02M,2.52%
21/12/2020,21492.2,21743.1,21771,21380.7,27.71M,-0.13%
22/12/2020,21938.3,21492.2,21994,21352.9,45.72M,2.08%
23/12/2020,22300.6,21994,22969.7,21966.1,49.31M,1.65%
24/12/2020,22272.8,22635.2,22746.7,21520.1,32.48M,-0.12%
25/12/2020,22718.8,22300.6,22774.5,22021.9,39.78M,2.00%
28/12/2020,23164.8,23304.2,23387.8,22858.2,36.90M,1.96%
29/12/2020,23192.7,22997.5,23332,22886,23.59M,0.12%
30/12/2020,22802.4,23192.7,23192.7,22718.8,38.45M,-1.68%
31/12/2020,23109,22802.4,23276.3,22690.9,20.83M,1.34%
4/1/2021,23582.9,23415.7,23973.2,23220.5,27.79M,2.05%
5/1/2021,23610.8,23304.2,23861.7,23248.4,32.70M,0.12%
6/1/2021,23861.7,23694.4,24140.4,23582.9,31.50M,1.06%
7/1/2021,23861.7,24056.8,24084.7,23555.1,38.23M,0.00%
8/1/2021,23833.8,23917.4,24140.4,23750.2,35.06M,-0.12%
11/1/2021,24001.1,24028.9,24140.4,23750.2,29.21M,0.70%
12/1/2021,25032.5,24084.7,25032.5,23917.4,39.91M,4.30%
